id,label
281,0
282,0
283,1
284,0
285,1
286,0
287,1
288,1
289,0
290,1
291,1
292,0
293,0
294,1
295,1
296,0
297,0
298,0
299,0
300,1
301,1
302,1
303,1
304,1
305,1
306,0
307,0
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,0
316,1
317,0
318,1
319,0
320,1
321,1
322,0
323,1
324,1
325,0
326,0
327,0
328,0
329,1
330,1
331,1
332,0
333,0
334,1
335,1
336,1
337,0
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,0
347,1
348,0
349,1
350,0
351,1
352,0
353,0
354,0
355,0
356,0
357,1
358,0
359,1
360,1
361,0
362,1
363,0
364,1
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,1
373,0
374,1
375,0
376,1
377,0
378,1
379,0
380,0
381,0
382,1
383,0
384,0
385,0
386,1
387,1
388,1
389,0
390,1
391,1
392,0
393,1
394,0
395,0
396,1
397,0
398,1
399,0
400,0
401,0
402,1
403,0
404,1
405,0
406,0
407,1
408,1
409,0
410,1
411,0
412,0
413,0
414,1
415,0
416,1
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,1
427,0
428,1
429,0
430,0
431,0
432,1
433,0
434,0
435,0
436,1
437,1
438,1
439,0
440,0
441,1
442,1
443,0
444,1
445,1
446,0
447,1
448,1
449,1
450,0
451,1
452,0
453,0
454,1
455,1
456,1
457,0
458,1
459,0
460,0
461,1
462,1
463,0
464,1
465,1
466,0
467,0
468,1
469,0
470,0
471,1
472,0
473,0
474,0
475,0
476,1
477,1
478,1
479,0
480,0
481,0
482,0
483,0
484,1
485,0
486,0
487,1
488,1
489,0
490,0
491,0
492,1
493,1
494,1
495,0
496,0
497,1
498,0
499,0
500,1
501,0
502,1
503,0
504,1
505,1
506,1
507,0
508,0
509,0
510,0
511,0
512,1
513,0
514,1
515,0
516,0
517,0
518,0
519,1
520,1
521,0
522,1
523,0
524,1
525,1
526,1
527,0
528,0
529,1
530,1
531,0
532,1
533,1
534,0
535,1
536,0
537,1
538,1
539,1
540,0
541,1
542,0
543,1
544,1
545,0
546,1
547,0
548,0
549,1
550,1
551,1
552,0
553,1
554,1
555,0
556,1
557,0
558,0
559,0
560,0
561,1
562,1
563,1
564,1
565,0
566,1
567,1
568,0
569,0
570,1
571,0
572,1
573,1
574,0
575,1
576,1
577,1
578,1
579,1
580,1
581,0
582,0
583,1
584,1
585,0
586,1
587,1
588,1
589,1
590,0
591,0
592,1
593,0
594,0
595,0
596,1
597,0
598,1
599,1
600,1
601,0
602,1
603,1
604,1
605,1
606,1
607,0
608,0
609,1
610,0
611,1
612,0
613,1
614,1
615,1
616,0
617,0
618,1
619,1
620,0
621,1
622,1
623,1
624,1
625,1
626,0
627,1
628,1
629,0
630,0
631,0
632,0
633,0
634,1
635,1
636,0
637,0
638,1
639,1
640,1
641,0
642,1
643,0
644,0
645,1
646,1
647,1
648,1
649,1
650,0
651,0
652,0
653,1
654,0
655,0
656,0
657,0
658,0
659,1
660,1
661,0
662,1
663,1
664,1
665,1
666,1
667,0
668,0
669,0
670,0
671,1
672,1
673,1
674,1
675,0
676,0
677,1
678,1
679,0
680,1
681,0
682,1
683,1
684,0
685,0
686,0
687,0
688,0
689,1
690,1
691,0
692,1
693,0
694,0
695,0
696,1
697,1
698,1
699,1
700,0
701,1
702,1
703,1
704,1
705,0
706,0
707,0
708,0
709,0
710,0
711,1
712,0
713,0
714,1
715,0
716,1
717,1
718,0
719,0
720,1
721,1
722,1
723,0
724,0
725,0
726,1
727,0
728,1
729,1
730,0
731,0
732,0
733,1
734,1
735,0
736,0
737,1
738,0
739,0
740,1
741,1
742,0
743,0
744,1
745,0
746,0
747,0
748,1
749,1
750,0
751,1
752,0
753,1
754,1
755,1
756,1
757,0
758,1
759,1
760,0
761,0
762,1
763,0
764,1
765,0
766,0
767,0
768,0
769,0
770,0
771,1
772,1
773,0
774,1
775,1
776,1
777,0
778,1
779,0
780,0
781,0
782,1
783,0
784,0
785,1
786,0
787,1
788,1
789,0
790,0
791,0
792,0
793,0
794,0
795,1
796,1
797,0
798,0
799,1
800,0
801,1
802,1
803,1
804,1
805,0
806,0
807,0
808,1
809,0
810,0
811,1
812,0
813,0
814,0
815,0
816,0
817,1
818,0
819,0
820,1
821,0
822,1
823,0
824,1
825,1
826,0
827,1
828,0
829,0
830,1
831,1
832,0
833,0
834,0
835,0
836,1
837,0
838,1
839,0
840,1
841,1
842,0
843,1
844,0
845,0
846,0
847,1
848,0
849,1
850,1
851,0
852,1
853,0
854,0
855,1
856,1
857,0
858,0
859,1
860,1
861,0
862,0
863,0
864,0
865,0
866,0
867,1
868,1
869,1
870,0
871,0
872,1
873,0
874,0
875,1
876,0
877,1
878,0
879,1
880,1
881,1
882,0
883,0
884,0
885,0
886,1
887,0
888,1
889,1
890,0
891,0
892,0
893,0
894,1
895,1
896,1
897,1
898,1
899,0
900,0
901,0
902,1
903,0
904,0
905,1
906,1
907,0
908,0
909,1
910,1
911,1
912,0
913,0
914,1
915,0
916,0
917,1
918,0
919,1
920,1
921,1
922,0
923,0
924,1
925,1
926,1
927,1
928,1
929,1
930,0
931,1
932,1
933,1
934,0
935,0
936,1
937,1
938,1
939,0
940,0
941,1
942,1
943,1
944,0
945,0
946,0
947,1
948,1
949,0
950,0
951,1
952,1
953,0
954,1
955,0
956,0
957,0
958,0
959,1
960,0
961,1
962,0
963,0
964,1
965,1
966,0
967,1
968,0
969,0
970,0
971,0
972,0
973,1
974,0
975,1
976,1
977,1
978,1
979,0
980,0
981,0
982,0
983,0
984,0
985,1
986,1
987,1
988,1
989,0
990,1
991,1
992,0
993,0
994,1
995,1
996,1
997,0
998,0
999,1
1000,0
1001,1
1002,0
1003,0
1004,0
1005,1
1006,0
1007,0
1008,1
1009,0
1010,0
1011,1
1012,0
1013,1
1014,0
1015,1
1016,1
1017,1
1018,0
1019,0
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,0
1033,0
1034,0
1035,1
1036,0
1037,0
1038,0
1039,1
1040,0
1041,1
1042,1
1043,1
1044,0
1045,1
1046,1
1047,1
1048,0
1049,1
1050,1
1051,1
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,0
1067,0
1068,0
1069,1
1070,0
1071,1
1072,0
1073,1
1074,0
1075,0
1076,1
1077,0
1078,1
1079,0
1080,0
1081,0
1082,0
1083,0
1084,1
1085,1
1086,0
1087,0
1088,1
1089,0
1090,1
1091,0
1092,1
1093,0
1094,0
1095,0
1096,0
1097,1
1098,1
1099,1
1100,0
1101,0
1102,1
1103,1
1104,1
1105,0
1106,0
1107,1
1108,0
1109,1
1110,1
1111,1
1112,1
1113,1
1114,0
1115,0
1116,0
1117,1
1118,1
1119,1
1120,1
1121,0
1122,0
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,0
1130,0
1131,0
1132,1
1133,1
1134,1
1135,1
1136,0
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,0
1145,0
1146,0
1147,0
1148,1
1149,0
1150,1
1151,0
1152,1
1153,1
1154,0
1155,0
1156,1
1157,0
1158,0
1159,1
1160,1
1161,0
1162,1
1163,1
1164,1
1165,0
1166,0
1167,0
1168,1
1169,0
1170,0
1171,1
1172,0
1173,0
1174,0
1175,0
1176,1
1177,1
1178,1
1179,0
1180,0
1181,1
1182,0
1183,0
1184,0
1185,1
1186,0
1187,1
1188,0
1189,1
1190,1
1191,0
1192,1
1193,1
1194,1
1195,0
1196,1
1197,0
1198,1
1199,1
1200,0
1201,0
1202,1
1203,0
1204,1
1205,0
1206,1
1207,0
1208,1
1209,1
1210,0
1211,0
1212,1
1213,1
1214,0
1215,0
1216,0
1217,0
1218,1
1219,0
1220,1
1221,1
1222,0
1223,0
1224,0
1225,1
1226,1
1227,0
1228,1
1229,1
1230,1
1231,1
1232,0
1233,1
1234,1
1235,0
1236,0
1237,0
1238,0
1239,1
1240,1
1241,0
1242,0
1243,1
1244,1
1245,0
1246,1
1247,1
1248,0
1249,1
1250,0
1251,1
1252,1
1253,0
1254,1
1255,1
1256,1
1257,0
1258,1
1259,1
1260,1
1261,0
1262,1
1263,1
1264,1
1265,1
1266,1
1267,0
1268,1
1269,0
1270,1
1271,0
1272,0
1273,0
1274,1
1275,0
1276,0
1277,1
1278,1
1279,0
1280,0
1281,1
1282,1
1283,0
1284,0
1285,1
1286,0
1287,1
1288,1
1289,0
1290,0
1291,1
1292,1
1293,1
1294,0
1295,1
1296,1
1297,1
1298,1
1299,1
1300,1
1301,0
1302,1
1303,1
1304,0
1305,0
1306,0
1307,1
1308,0
1309,1
1310,1
1311,0
1312,0
1313,1
1314,0
1315,0
1316,1
1317,0
1318,0
1319,0
1320,1
1321,1
1322,1
1323,1
1324,1
1325,1
1326,1
1327,0
1328,0
1329,0
1330,1
1331,1
1332,0
1333,0
1334,0
1335,1
1336,1
1337,1
1338,1
1339,1
1340,0
1341,1
1342,0
1343,0
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,0
1351,0
1352,1
1353,0
1354,1
1355,1
1356,0
1357,1
1358,0
1359,1
1360,0
1361,1
1362,1
1363,1
1364,1
1365,0
1366,0
1367,1
1368,1
1369,0
1370,1
1371,1
1372,0
1373,0
1374,1
1375,1
1376,0
1377,0
1378,0
1379,1
1380,0
1381,0
1382,0
1383,1
1384,0
1385,0
1386,0
1387,0
1388,1
1389,0
1390,1
1391,1
1392,1
1393,0
1394,1
1395,0
1396,1
1397,1
1398,1
1399,0
1400,0
1401,0
1402,0
1403,1
1404,1
1405,0
1406,1
1407,1
1408,1
1409,0
1410,1
1411,0
1412,1
1413,0
1414,0
1415,1
1416,1
1417,1
1418,1
1419,1
1420,0
1421,0
1422,1
1423,1
1424,0
1425,1
1426,1
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,1
1439,1
1440,1
1441,1
1442,0
1443,0
1444,0
1445,0
1446,1
1447,1
1448,1
1449,0
1450,1
1451,1
1452,0
1453,1
1454,1
1455,1
1456,1
1457,0
1458,0
1459,1
1460,0
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,1
1468,0
1469,0
1470,0
1471,0
1472,1
1473,1
1474,1
1475,1
1476,0
1477,0
1478,1
1479,0
1480,1
1481,0
1482,0
1483,0
1484,1
1485,1
1486,0
1487,1
1488,1
1489,1
1490,0
1491,1
1492,1
1493,0
1494,1
1495,0
1496,0
1497,0
1498,0
1499,1
1500,1
1501,0
1502,1
1503,1
1504,1
1505,1
1506,0
1507,1
1508,0
1509,0
1510,1
1511,1
1512,0
1513,1
1514,1
1515,1
1516,0
1517,1
1518,1
1519,0
1520,1
1521,0
1522,1
1523,1
1524,1
1525,0
1526,0
1527,1
1528,1
1529,0
1530,0
1531,0
1532,1
1533,1
1534,1
1535,1
1536,0
1537,0
1538,0
1539,1
1540,1
1541,0
1542,0
1543,0
1544,0
1545,1
1546,0
1547,0
1548,1
1549,0
1550,1
1551,1
1552,1
1553,0
1554,0
1555,1
1556,1
1557,0
1558,1
1559,1
1560,1
1561,1
1562,0
1563,0
1564,0
1565,1
1566,1
1567,1
1568,0
1569,0
1570,1
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,1
1579,1
1580,0
1581,0
1582,1
1583,0
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,0
1591,0
1592,1
1593,0
1594,0
1595,1
1596,0
1597,1
1598,1
1599,0
1600,0
1601,1
1602,0
1603,1
1604,1
1605,0
1606,1
1607,1
1608,1
1609,0
1610,0
1611,1
1612,0
1613,1
1614,1
1615,1
1616,1
1617,0
1618,1
1619,0
1620,0
1621,0
1622,1
1623,1
1624,1
1625,0
1626,1
1627,1
1628,0
1629,0
1630,0
1631,1
1632,0
1633,0
1634,0
1635,0
1636,1
1637,0
1638,0
1639,0
1640,0
1641,1
1642,0
1643,0
1644,0
1645,0
1646,1
1647,0
1648,1
1649,1
1650,1
1651,1
1652,0
1653,0
1654,0
1655,0
1656,1
1657,1
1658,0
1659,0
1660,1
1661,1
1662,0
1663,1
1664,1
1665,1
1666,1
1667,0
1668,1
1669,0
1670,1
1671,0
1672,0
1673,1
1674,1
1675,1
1676,0
1677,0
1678,0
1679,1
1680,1
1681,1
1682,0
1683,1
1684,0
1685,0
1686,0
1687,0
1688,0
1689,1
1690,0
1691,0
1692,0
1693,0
1694,1
1695,1
1696,0
1697,1
1698,1
1699,0
1700,1
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,1
1708,0
1709,1
1710,1
1711,0
1712,1
1713,1
1714,0
1715,1
1716,0
1717,0
1718,1
1719,0
1720,0
1721,1
1722,0
1723,1
1724,1
1725,0
1726,0
1727,0
1728,0
1729,1
1730,0
1731,1
1732,0
1733,0
1734,1
1735,1
1736,1
1737,0
1738,1
1739,0
1740,1
1741,1
1742,0
1743,0
1744,0
1745,1
1746,0
1747,1
1748,1
1749,1
1750,1
1751,0
1752,1
1753,0
1754,1
1755,0
1756,1
1757,1
1758,0
1759,0
1760,1
1761,0
1762,0
1763,1
1764,0
1765,1
1766,0
1767,0
1768,0
1769,0
1770,1
1771,1
1772,1
1773,0
1774,1
1775,1
1776,0
1777,1
1778,1
1779,1
1780,1
1781,0
1782,0
1783,1
1784,1
1785,1
1786,0
1787,0
1788,0
1789,0
1790,1
1791,0
1792,1
1793,1
1794,0
1795,1
1796,1
1797,0
1798,1
1799,1
1800,0
1801,0
1802,1
1803,0
1804,1
1805,1
1806,1
1807,0
1808,1
1809,0
1810,1
1811,0
1812,0
1813,0
1814,0
1815,1
1816,0
1817,0
1818,1
1819,0
1820,1
1821,0
1822,1
1823,1
1824,1
1825,0
1826,1
1827,1
1828,1
1829,0
1830,1
1831,0
1832,0
1833,1
1834,1
1835,1
1836,1
1837,0
1838,0
1839,1
1840,0
1841,0
1842,0
1843,1
1844,1
1845,0
1846,0
1847,1
1848,0
1849,0
1850,0
1851,0
1852,1
1853,0
1854,1
1855,0
1856,0
1857,1
1858,1
1859,0
1860,0
1861,1
1862,1
1863,0
1864,1
1865,0
1866,0
1867,1
1868,1
1869,1
1870,1
1871,0
1872,0
1873,0
1874,0
1875,1
1876,0
1877,0
1878,0
1879,1
1880,1
1881,0
1882,0
1883,1
1884,0
1885,1
1886,0
1887,1
1888,0
1889,1
1890,1
1891,0
1892,0
1893,1
1894,1
1895,0
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,0
1903,0
1904,0
1905,0
1906,0
1907,1
1908,0
1909,0
1910,0
1911,1
1912,0
1913,1
1914,0
1915,0
1916,0
1917,0
1918,1
1919,0
1920,1
1921,1
1922,0
1923,1
1924,1
1925,0
1926,1
1927,1
1928,0
1929,1
1930,0
1931,1
1932,0
1933,0
1934,1
1935,1
1936,1
1937,0
1938,0
1939,0
1940,0
1941,0
1942,1
1943,1
1944,1
1945,1
1946,1
1947,0
1948,0
1949,0
1950,0
1951,1
1952,1
1953,1
1954,0
1955,1
1956,0
1957,1
1958,1
1959,1
1960,1
1961,1
1962,0
1963,1
1964,1
1965,1
1966,0
1967,1
1968,0
1969,1
1970,0
1971,1
1972,0
1973,1
1974,1
1975,1
1976,1
1977,0
1978,1
1979,0
1980,0
1981,0
1982,1
1983,0
1984,0
1985,1
1986,0
1987,0
1988,1
1989,0
1990,0
1991,0
1992,1
1993,1
1994,0
1995,1
1996,0
1997,0
1998,0
1999,1
2000,0
2001,0
2002,0
2003,1
2004,0
2005,0
2006,1
2007,0
2008,0
2009,0
2010,0
2011,0
2012,1
2013,1
2014,1
2015,0
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,1
2031,1
2032,1
2033,0
2034,1
2035,0
2036,1
2037,1
2038,0
2039,1
2040,0
2041,0
2042,0
2043,1
2044,1
2045,1
2046,0
2047,1
2048,1
2049,1
2050,0
2051,1
2052,0
2053,1
2054,0
2055,0
2056,0
2057,0
2058,1
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,1
2067,0
2068,1
2069,0
2070,0
2071,0
2072,1
2073,1
2074,1
2075,1
2076,1
2077,0
2078,0
2079,1
2080,1
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,1
2088,1
2089,1
2090,1
2091,0
2092,0
2093,1
2094,1
2095,0
2096,1
2097,1
2098,0
2099,0
2100,1
2101,0
2102,0
2103,0
2104,0
2105,1
2106,1
2107,0
2108,1
2109,0
2110,0
2111,0
2112,1
2113,1
2114,0
2115,1
2116,1
2117,0
2118,1
2119,0
2120,0
2121,1
2122,0
2123,0
2124,0
2125,0
2126,0
2127,1
2128,1
2129,0
2130,1
2131,1
2132,1
2133,1
2134,0
2135,0
2136,0
2137,1
2138,0
2139,1
2140,0
2141,1
2142,1
2143,0
2144,1
2145,0
2146,0
2147,1
2148,1
2149,1
2150,1
2151,1
2152,1
2153,1
2154,0
2155,0
2156,1
2157,0
2158,0
2159,1
2160,0
2161,1
2162,1
2163,0
2164,1
2165,1
2166,1
2167,1
2168,1
2169,1
2170,1
2171,0
2172,1
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,1
2182,0
2183,1
2184,0
2185,0
2186,0
2187,1
2188,1
2189,0
2190,1
2191,1
2192,1
2193,0
2194,0
2195,1
2196,0
2197,0
2198,0
2199,0
2200,1
2201,0
2202,0
2203,1
2204,0
2205,1
2206,1
2207,1
2208,1
2209,0
2210,0
2211,0
2212,0
2213,1
2214,0
2215,0
2216,0
2217,0
2218,1
2219,1
2220,0
2221,0
2222,0
2223,0
2224,1
2225,1
2226,0
2227,1
2228,0
2229,0
2230,0
2231,1
2232,0
2233,1
2234,0
2235,1
2236,1
2237,1
2238,0
2239,1
2240,0
2241,0
2242,1
2243,1
2244,0
2245,1
2246,0
2247,1
2248,1
2249,0
2250,0
2251,1
2252,1
2253,0
2254,0
2255,0
2256,1
2257,1
2258,0
2259,0
2260,0
2261,0
2262,1
2263,0
2264,1
2265,1
2266,1
2267,0
2268,1
2269,1
2270,1
2271,0
2272,0
2273,1
2274,1
2275,0
2276,0
2277,1
2278,1
2279,1
2280,0
2281,0
2282,1
2283,1
2284,0
2285,0
2286,0
2287,1
2288,1
2289,1
2290,1
2291,0
2292,1
2293,1
2294,0
2295,0
2296,1
2297,0
2298,1
2299,1
2300,0
2301,0
2302,1
2303,1
2304,0
2305,0
2306,0
2307,1
2308,0
2309,1
2310,0
2311,0
2312,1
2313,0
2314,1
2315,0
2316,0
2317,1
2318,1
2319,0
2320,0
2321,1
2322,0
2323,1
2324,0
2325,0
2326,1
2327,0
2328,1
2329,1
2330,1
2331,1
2332,1
2333,0
2334,0
2335,1
2336,0
2337,1
2338,1
2339,0
2340,0
2341,1
2342,0
2343,1
2344,1
2345,0
2346,1
2347,1
2348,1
2349,1
2350,0
2351,0
2352,1
2353,1
2354,1
2355,0
2356,1
2357,0
2358,0
2359,0
2360,1
2361,0
2362,0
2363,1
2364,1
2365,0
2366,0
2367,1
2368,0
2369,1
2370,1
2371,1
2372,0
2373,0
2374,0
2375,1
2376,0
2377,1
2378,0
2379,1
2380,1
2381,0
2382,1
2383,0
2384,0
2385,0
2386,0
2387,1
2388,0
2389,0
2390,1
2391,0
2392,1
2393,0
2394,1
2395,1
2396,1
2397,1
2398,0
2399,1
2400,0
2401,1
2402,0
2403,0
2404,0
2405,1
2406,0
2407,1
2408,1
2409,0
2410,1
2411,1
2412,0
2413,1
2414,1
2415,1
2416,0
2417,1
2418,1
2419,1
2420,1
2421,1
2422,0
2423,1
2424,1
2425,1
2426,1
2427,1
2428,0
2429,1
2430,0
2431,0
2432,0
2433,0
2434,1
2435,1
2436,1
2437,0
2438,0
2439,1
2440,1
2441,1
2442,0
2443,1
2444,0
2445,0
2446,1
2447,0
2448,0
2449,1
2450,0
2451,0
2452,0
2453,1
2454,1
2455,1
2456,0
2457,0
2458,1
2459,0
2460,1
2461,1
2462,0
2463,1
2464,0
2465,0
2466,0
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,1
2474,0
2475,1
2476,0
2477,1
2478,0
2479,1
2480,1
2481,0
2482,0
2483,0
2484,0
2485,1
2486,1
2487,0
2488,1
2489,0
2490,0
2491,0
2492,1
2493,1
2494,0
2495,1
2496,1
2497,1
2498,0
2499,1
2500,1
2501,1
2502,1
2503,1
2504,0
2505,0
2506,0
2507,0
2508,1
2509,0
2510,0
2511,0
2512,1
2513,1
2514,0
2515,0
2516,1
2517,1
2518,0
2519,1
2520,0
2521,0
2522,1
2523,0
2524,1
2525,0
2526,1
2527,0
2528,1
2529,0
2530,1
2531,1
2532,0
2533,0
2534,1
2535,1
2536,1
2537,0
2538,1
2539,0
2540,1
2541,0
2542,1
2543,0
2544,0
2545,1
2546,0
2547,0
2548,1
2549,1
2550,1
2551,1
2552,0
2553,1
2554,1
2555,0
2556,0
2557,1
2558,1
2559,0
2560,0
2561,0
2562,0
2563,1
2564,1
2565,1
2566,0
2567,1
2568,0
2569,0
2570,0
2571,1
2572,1
2573,0
2574,1
2575,0
2576,1
2577,0
2578,1
2579,0
2580,1
2581,0
2582,0
2583,0
2584,1
2585,1
2586,1
2587,1
2588,1
2589,0
2590,0
2591,1
2592,1
2593,1
2594,0
2595,1
2596,1
2597,1
2598,0
2599,0
2600,0
2601,0
2602,0
2603,1
2604,1
2605,0
2606,0
2607,1
2608,1
2609,0
2610,1
2611,1
2612,0
2613,0
2614,0
2615,1
2616,0
2617,0
2618,1
2619,1
2620,1
2621,1
2622,1
2623,1
2624,0
2625,1
2626,0
2627,0
2628,0
2629,0
2630,1
2631,1
2632,1
2633,1
2634,0
2635,0
2636,0
2637,1
2638,0
2639,1
2640,1
2641,0
2642,0
2643,0
2644,0
2645,0
2646,1
2647,1
2648,0
2649,1
2650,1
2651,0
2652,1
2653,1
2654,1
2655,1
2656,0
2657,1
2658,1
2659,0
2660,1
2661,0
2662,1
2663,0
2664,0
2665,1
2666,1
2667,1
2668,1
2669,1
2670,1
2671,0
2672,1
2673,0
2674,1
2675,1
2676,1
2677,0
2678,0
2679,0
2680,0
2681,1
2682,0
2683,0
2684,0
2685,1
2686,1
2687,1
2688,1
2689,0
2690,1
2691,0
2692,0
2693,1
2694,1
2695,0
2696,1
2697,0
2698,1
2699,1
2700,0
2701,1
2702,0
2703,1
2704,0
2705,1
2706,1
2707,1
2708,1
2709,0
2710,0
2711,1
2712,0
2713,0
2714,0
2715,1
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,1
2724,0
2725,1
2726,1
2727,0
2728,1
2729,1
2730,0
2731,1
2732,0
2733,1
2734,1
2735,1
2736,1
2737,0
2738,0
2739,0
2740,0
2741,1
2742,1
2743,0
2744,0
2745,0
2746,1
2747,1
2748,0
2749,1
2750,1
2751,0
2752,0
2753,1
2754,1
2755,0
2756,0
2757,0
2758,1
2759,0
2760,1
2761,0
2762,1
2763,0
2764,1
2765,1
2766,0
2767,0
2768,0
2769,1
2770,0
2771,0
2772,1
2773,1
2774,0
2775,0
2776,0
2777,0
2778,0
2779,1
2780,1
2781,1
2782,1
2783,1
2784,1
2785,1
2786,0
2787,0
2788,0
2789,0
2790,1
2791,0
2792,0
2793,1
2794,1
2795,0
2796,0
2797,1
2798,0
2799,1
2800,0
2801,0
2802,0
2803,1
2804,0
2805,1
2806,0
2807,1
2808,1
2809,1
2810,1
2811,1
2812,1
2813,0
2814,1
2815,1
2816,1
2817,1
2818,1
2819,1
2820,0
2821,1
2822,0
2823,1
2824,0
2825,1
2826,0
2827,0
2828,1
2829,1
2830,0
2831,1
2832,0
2833,0
2834,0
2835,0
2836,1
2837,1
2838,1
2839,1
2840,1
2841,1
2842,0
2843,0
2844,0
2845,0
2846,0
2847,0
2848,1
2849,1
2850,1
2851,1
2852,1
2853,1
2854,1
2855,0
2856,0
2857,1
2858,1
2859,1
2860,0
2861,0
2862,0
2863,1
2864,0
2865,1
2866,1
2867,0
2868,0
2869,1
2870,0
2871,0
2872,1
2873,1
2874,1
2875,0
2876,0
2877,0
2878,0
2879,0
2880,1
2881,0
2882,0
2883,1
2884,0
2885,0
2886,1
2887,1
2888,1
2889,0
2890,1
2891,0
2892,0
2893,1
2894,0
2895,0
2896,1
2897,1
2898,1
2899,0
2900,0
2901,1
2902,1
2903,1
2904,0
2905,0
2906,1
2907,0
2908,1
2909,1
2910,0
2911,0
2912,0
2913,0
2914,1
2915,1
2916,0
2917,1
2918,1
2919,0
2920,1
2921,1
2922,1
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,1
2930,1
2931,0
2932,1
2933,1
2934,1
2935,1
2936,0
2937,1
2938,1
2939,0
2940,0
2941,1
2942,1
2943,1
2944,1
2945,0
2946,0
2947,1
2948,0
2949,0
2950,0
2951,0
2952,0
2953,1
2954,1
2955,1
2956,0
2957,1
2958,0
2959,1
2960,1
2961,0
2962,1
2963,1
2964,0
2965,1
2966,1
2967,1
2968,1
2969,0
2970,1
2971,0
2972,0
2973,1
2974,0
2975,0
2976,1
2977,1
2978,1
2979,1
2980,1
2981,0
2982,0
2983,1
2984,0
2985,1
2986,1
2987,1
2988,0
2989,1
2990,0
2991,1
2992,0
2993,1
2994,1
2995,1
2996,0
2997,1
2998,0
